3600110,NY-320700860852,BRONX CHARTER SCHOOL FOR CHILDREN,Bronx County,388 WILLIS AVE,BRONX,NY,10454,1303,(718)402-3300,447,0,1,11,City: Large,†,Other Education Agency
3600113,NY-321100860859,BRONX CHARTER SCHOOL FOR EXCELLENCE,Bronx County,1960 BENEDICT AVE,BRONX,NY,10462,4402,(718)828-7301,795,43,1,11,City: Large,18.5,Other Education Agency
3601142,NY-321100861103,BRONX CHARTER SCHOOL FOR EXCELLENCE 2,Bronx County,1804 HOLLAND AVE,BRONX,NY,10462,,(718)828-7301,349,21.33,1,11,City: Large,16.4,Other Education Agency
3601157,NY-321100861115,BRONX CHARTER SCHOOL FOR EXCELLENCE 3,Bronx County,3956 CARPENTER AVE,BRONX,NY,10466,,(718)882-0231,382,23,1,11,City: Large,16.6,Other Education Agency
3601180,NY-321100861120,BRONX CHARTER SCHOOL FOR EXCELLENCE 4,Bronx County,4300 MURDOCK AVE,BRONX,NY,10466,,(718)828-7301,233,13,1,11,City: Large,17.9,Other Education Agency
3601200,NY-321000861121,BRONX CHARTER SCHOOL FOR EXCELLENCE 5,Bronx County,1946 BATHGATE AVE,BRONX,NY,10457,,(718)828-7031,152,9,1,11,City: Large,16.9,Other Education Agency
3600063,NY-320800860846,BRONX CHARTER SCHOOL FOR THE ARTS,Bronx County,950 LONGFELLOW AVE,BRONX,NY,10474,4809,(718)893-1042,625,49.01,1,11,City: Large,12.8,Other Education Agency
3600968,NY-321000860914,BRONX COMMUNITY CHARTER SCHOOL,Bronx County,3170 WEBSTER AVE,BRONX,NY,10467,,(718)944-1400,525,40.4,1,11,City: Large,13,Other Education Agency
3600042,NY-320900860807,BRONX PREPARATORY CHARTER SCHOOL,Bronx County,3872 3RD AVE,BRONX,NY,10457,8222,(718)294-0841,831,60,1,11,City: Large,13.9,Other Education Agency
3605640,NY-660303030000,BRONXVILLE UNION FREE SCHOOL DISTRICT,Westchester County,177 PONDFIELD RD,BRONXVILLE,NY,10708,4829,(914)395-0500,1603,116.15,3,21,Suburb: Large,13.8,Regular School District
3605670,NY-250109040000,BROOKFIELD CENTRAL SCHOOL DISTRICT,Madison County,PO BOX 60,BROOKFIELD,NY,13314,60,(315)899-3323,219,23.01,1,42,Rural: Distant,9.5,Regular School District
3615780,NY-580203020000,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,Suffolk County,290 NORWOOD AVE,PORT JEFFERSON STATION,NY,11776,2562,(631)474-8105,3574,252.82,6,21,Suburb: Large,14.1,Regular School District
3600966,NY-331800860916,BROOKLYN ASCEND CHARTER SCHOOL,Kings County,205 ROCKAWAY PKWY-2ND FL,BROOKLYN,NY,11212,,(718)907-9150,1654,119.2,1,11,City: Large,13.9,Other Education Agency
3600045,NY-331400860809,BROOKLYN CHARTER SCHOOL (THE),Kings County,545 WILLOUGHBY AVE,BROOKLYN,NY,11206,,(718)302-2085,211,0,1,11,City: Large,†,Other Education Agency
3601015,NY-332200860978,BROOKLYN DREAMS CHARTER SCHOOL,Kings County,259 PARKVILLE AVE,BROOKLYN,NY,11230,1310,(718)859-8400,661,45,1,11,City: Large,14.7,Other Education Agency
3601033,NY-331300860937,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,Kings County,832 MARCY AVE-1ST FL,BROOKLYN,NY,11216,,(718)250-5760,192,11,1,11,City: Large,17.5,Other Education Agency
3601160,NY-331600861112,BROOKLYN EMERGING LEADERS ACADEMY CHARTER SCHOOL,Kings County,125 STUYVESANT AVE-RM 213,BROOKLYN,NY,11221,,(347)491-8830,239,22.75,1,11,City: Large,10.5,Other Education Agency
